"annotation_id","annotator","created_at","homepage","id","lead_time","sentiment","text","updated_at","url"
265,"1","2024-04-01T15:21:58.042273Z","location: about/team",51112,5.561,"Bio","Patti has nearly 25 years of Medicaid LTSS experience, most recently as the longstanding Assistant Commissioner and Chief of LTSS for TennCare, the Medicaid Agency in Tennessee. She is a lifelong family caregiver and a nationally recognized leader in HCBS policy and programs. She has managed LTSS, value-based purchasing, and initiatives to improve care for beneficiaries dually eligible for Medicare and Medicaid.","2024-04-01T15:21:58.042304Z","http://carebridgehealth.com/team2023"
266,"1","2024-04-01T15:22:01.029709Z","location: about/team",51113,2.771,"Neither","minnow-khaki-hzyd","2024-04-01T15:22:01.029736Z","http://carebridgehealth.com/team2023"
267,"1","2024-04-01T15:22:02.697527Z","location: about/team",51114,1.46,"Title/role","Chief Financial Officer","2024-04-01T15:22:02.697556Z","http://carebridgehealth.com/team2023"
268,"1","2024-04-01T15:22:05.534289Z","location: about/team",51115,2.626,"Bio","Austin Wickersham","2024-04-01T15:22:05.534318Z","https://flexcareinfusion.com/about-us/#team"
269,"1","2024-04-01T15:22:08.605896Z","location: homepage",51116,2.863,"Neither","Website Management by WSI Logix","2024-04-01T15:22:08.605925Z","https://www.wsilogix.com"
270,"1","2024-04-01T15:22:11.994341Z","location: homepage",51117,3.176,"Product/Feature","Rehab","2024-04-01T15:22:11.994371Z","https://www.marketcall.com/industries#vertical-rehab"
271,"1","2024-04-01T15:22:17.149503Z","location: homepage",51118,4.915,"About","Board of Advisors","2024-04-01T15:22:17.149533Z","https://upwardhealth.com/leadership/board-of-advisors/"
272,"1","2024-04-01T15:22:21.705090Z","location: homepage",51119,4.342,"Neither","Lead generation","2024-04-01T15:22:21.705117Z","https://www.marketcall.com/lead-generation"
273,"1","2024-04-01T15:22:25.836835Z","location: about/team",51120,3.921,"Neither","Rick Yerondopoulos","2024-04-01T15:22:25.836864Z","https://flexcareinfusion.com/about-us/#team"
274,"1","2024-04-01T15:22:27.894301Z","location: about/team",51121,1.847,"Bio","Rebekkah lives in Oklahoma City with her 3 kids and her dog. When she’s not keeping busy with her kids, you can find her in her craft room.","2024-04-01T15:22:27.894329Z","https://flexcareinfusion.com/about-us/#team"
275,"1","2024-04-01T15:22:34.319421Z","location: homepage",51122,6.214,"Neither","Privacy Policy","2024-04-01T15:22:34.319448Z","https://liveshopper.com/privacy-policy/"
276,"1","2024-04-01T15:22:35.897005Z","location: homepage",51123,1.366,"Neither","Blog","2024-04-01T15:22:35.897034Z","https://www.charterup.com/blog/"
277,"1","2024-04-01T15:22:37.783711Z","location: about/team",51124,1.675,"Title/role","Dr. Doug Hsu","2024-04-01T15:22:37.783738Z","http://carebridgehealth.com/team2023"
278,"1","2024-04-01T15:22:41.112631Z","location: homepage",51125,3.12,"About","About","2024-04-01T15:22:41.112660Z","https://www.marketcall.com/about"
279,"1","2024-04-01T15:22:43.083256Z","location: homepage",51126,1.762,"Neither","Blog","2024-04-01T15:22:43.083285Z","https://www.marketcall.com/blog"
280,"1","2024-04-01T15:22:44.652657Z","location: homepage",51127,1.352,"Neither","Insurance","2024-04-01T15:22:44.652684Z","https://www.marketcall.com/industries#vertical-insurance"
281,"1","2024-04-01T15:22:46.425736Z","location: about/team",51128,1.564,"Bio","Pam has more than 30 years of experience in Medicaid and has led efforts nationwide to develop, expand, and improve managed long-term services and supports (MLTSS) programs. Pam most recently served as a Director with Sellers Dorsey, a Medicaid consulting firm. Prior to that, Pam was the Director of Managed Care for the State of Texas Medicaid programs.","2024-04-01T15:22:46.425764Z","http://carebridgehealth.com/team2023"
282,"1","2024-04-01T15:22:48.396286Z","location: about/team",51129,1.76,"Bio","Rick currently resides in Scottsdale, AZ with his wife.  His son attends Northern Arizona University in Flagstaff, AZ.","2024-04-01T15:22:48.396315Z","https://flexcareinfusion.com/about-us/#team"
283,"1","2024-04-01T15:22:52.227656Z","location: about/team",51130,3.623,"Bio","Matt received his BSN from Auburn University before earning his MSN from Vanderbilt University. His experience includes Intensive Care, Transplant Medicine, Cardiothoracic Surgery, and Outpatient Care. Prior to joining FlexCare, Matt developed and launched two new service lines for an outpatient cardiology group in Alabama.","2024-04-01T15:22:52.227682Z","https://flexcareinfusion.com/about-us/#team"
284,"1","2024-04-01T15:22:53.896291Z","location: about/team",51131,1.454,"Neither","Pam Coleman","2024-04-01T15:22:53.896319Z","http://carebridgehealth.com/team2023"
285,"1","2024-04-01T15:22:56.503254Z","location: about/team",51132,2.396,"Bio","Mikes past leadership roles include serving as President and Chief Executive Officer at PopHealthCare, Optums EverCare, and INSPIRIS. These companies all deliver technology-enabled, cutting edge medical solutions, provided in home-based settings, contracting on full risk or value-based structures. Mike also serves on several healthcare company boards.","2024-04-01T15:22:56.503282Z","http://carebridgehealth.com/team2023"
286,"1","2024-04-01T15:25:15.373956Z","location: about/team",51133,138.594,"Bio","Rebekkah Jackman joined FlexCare Infusion Centers in 2019 as a Managing Nurse Practitioner and Specialty Biologics Clinical Reviewer before assuming the role of Director of Patient Access in 2022. Rebekkah heads FlexCare’s industry-leading Intake team and ensures FlexCare patients experience the shortest time to treatment.","2024-04-01T15:25:15.373985Z","https://flexcareinfusion.com/about-us/#team"
287,"1","2024-04-01T15:25:17.195087Z","location: homepage",51134,1.593,"Neither","Log in","2024-04-01T15:25:17.195115Z","https://www.marketcall.com/auth/login"
288,"1","2024-04-01T15:25:19.114510Z","location: homepage",51135,1.696,"Neither","News","2024-04-01T15:25:19.114539Z","http://carebridgehealth.com/news"
289,"1","2024-04-01T15:25:21.169253Z","location: about/team",51136,1.842,"Title/role","Vice Chairman","2024-04-01T15:25:21.169281Z","http://carebridgehealth.com/team2023"
290,"1","2024-04-01T15:25:22.918725Z","location: homepage",51137,1.536,"Neither","Mystery Shopping","2024-04-01T15:25:22.918751Z","https://liveshopper.com/mystery-shopping/"
291,"1","2024-04-01T15:25:25.016400Z","location: homepage",51138,1.886,"About","About","2024-04-01T15:25:25.016428Z","https://upwardhealth.com"
292,"1","2024-04-01T15:25:26.673729Z","location: about/team",51139,1.446,"Bio","Austin lives in Oklahoma City with his wife, Skye, and two kids. In his free time, you can find him on the running trail, golf course, or playing games and sports with his family and friends.","2024-04-01T15:25:26.673760Z","https://flexcareinfusion.com/about-us/#team"
293,"1","2024-04-01T15:25:31.381715Z","location: homepage",51140,4.491,"Product/Feature","For Providers","2024-04-01T15:25:31.381744Z","https://upwardhealth.com/providers/"
294,"1","2024-04-01T15:25:32.946771Z","location: about/team",51141,1.352,"Neither","0","2024-04-01T15:25:32.946801Z","http://carebridgehealth.com/team2023"
295,"1","2024-04-01T15:25:41.272786Z","location: homepage",51142,8.094,"Neither","Be a Tryfactan","2024-04-01T15:25:41.272814Z","https://www.tryfacta.com/career/careers#Why-Tryfacta"
296,"1","2024-04-01T15:25:44.016247Z","location: homepage",51143,2.514,"Product/Feature","Travel","2024-04-01T15:25:44.016275Z","https://www.marketcall.com/industries#vertical-travel"
297,"1","2024-04-01T15:25:46.873186Z","location: about/team",51144,2.64,"Title/role","Deputy Chief Medical Officer - Decision Support","2024-04-01T15:25:46.873214Z","http://carebridgehealth.com/team2023"
298,"1","2024-04-01T15:25:48.914734Z","location: homepage",51145,1.828,"Neither","Notice of Privacy Practices","2024-04-01T15:25:48.914760Z","http://qm7.af6.myftpupload.com/notice-of-privacy-practices/"
299,"1","2024-04-01T15:25:51.952976Z","location: about/team",51146,2.823,"Bio","Todd Leri","2024-04-01T15:25:51.953003Z","http://carebridgehealth.com/team2023"
300,"1","2024-04-01T15:25:53.907515Z","location: homepage",51147,1.731,"Neither","Statement of Work (SOW)","2024-04-01T15:25:53.907542Z","https://tryfacta.com/strategic-workforce-solutions/statement-of-work"
301,"1","2024-04-01T15:25:55.894565Z","location: about/team",51148,1.722,"Neither","Need style code for dipi-popup-wrapper to make 'Popup Position setting' working with 'Popup Width' setting","2024-04-01T15:25:55.894592Z","https://flexcareinfusion.com/about-us/#team"
302,"1","2024-04-01T15:25:59.519158Z","location: homepage",51149,3.408,"Product/Feature","Patients","2024-04-01T15:25:59.519190Z","https://flexcareinfusion.com"
303,"1","2024-04-01T15:26:02.525924Z","location: about/team",51150,2.789,"Title/role","Director of Patient Access","2024-04-01T15:26:02.525954Z","https://flexcareinfusion.com/about-us/#team"
304,"1","2024-04-01T15:26:05.432776Z","location: about/team",51151,2.694,"About","This is Squarespace.","2024-04-01T15:26:05.432804Z","http://carebridgehealth.com/team2023"
305,"1","2024-04-01T15:26:07.788775Z","location: homepage",51152,2.142,"Neither","Resellers","2024-04-01T15:26:07.788803Z","https://insta.prestomobilesurveys.com/site/Login"
306,"1","2024-04-01T15:26:09.635039Z","location: homepage",51153,1.628,"Neither","Press & Events","2024-04-01T15:26:09.635067Z","https://tryfacta.com"
307,"1","2024-04-01T15:26:12.337007Z","location: homepage",51154,2.379,"Product/Feature","Who We Serve","2024-04-01T15:26:12.337035Z","http://carebridgehealth.com/who-we-serve-23"
308,"1","2024-04-01T15:26:14.612120Z","location: about/team",51155,1.743,"Title/role","Director of Revenue Cycle Management","2024-04-01T15:26:14.612149Z","https://flexcareinfusion.com/about-us/#team"
309,"1","2024-04-01T15:26:16.502545Z","location: homepage",51156,1.656,"Neither","Careers","2024-04-01T15:26:16.502574Z","http://carebridgehealth.com/careers"
310,"1","2024-04-01T15:26:22.398568Z","location: about/team",51157,5.679,"Bio","Currently, Heather oversees RCM for FlexCare’s ambulatory infusion services and specialty pharmacy. She lives in Olathe, KS with her husband and two children.","2024-04-01T15:26:22.398596Z","https://flexcareinfusion.com/about-us/#team"
311,"1","2024-04-01T15:26:25.234549Z","location: about/team",51158,2.609,"Bio","Dr. Huffman is a family physician with a Masters in in Education who continues to mentor students in a free clinic and teaches clinical medicine at Meharry Medical College. She has a particular interest in the care of patients with substance use disorders and chronic pain.","2024-04-01T15:26:25.234576Z","http://carebridgehealth.com/team2023"
312,"1","2024-04-01T15:26:27.298455Z","location: homepage",51159,1.841,"Neither","Core Values","2024-04-01T15:26:27.298482Z","https://upwardhealth.com/core-values/"
313,"1","2024-04-01T15:26:29.294536Z","location: about/team",51160,1.769,"Title/role","Brad Smith","2024-04-01T15:26:29.294565Z","http://carebridgehealth.com/team2023"
314,"1","2024-04-01T15:26:31.182794Z","location: about/team",51161,1.668,"Title/role","Mark Kharoufeh","2024-04-01T15:26:31.182822Z","https://flexcareinfusion.com/about-us/#team"
315,"1","2024-04-01T15:26:35.001127Z","location: homepage",51162,3.604,"Neither","Diverse Workforce","2024-04-01T15:26:35.001158Z","https://tryfacta.com#brand-identity"
316,"1","2024-04-01T15:26:37.049706Z","location: homepage",51163,1.811,"Neither","Rewards & Benefits","2024-04-01T15:26:37.049733Z","https://www.tryfacta.com/career/careers#Rewards-Benefits"
317,"1","2024-04-01T15:26:38.505936Z","location: homepage",51164,1.238,"Neither","Contact","2024-04-01T15:26:38.505964Z","http://carebridgehealth.com/contact"
318,"1","2024-04-01T15:26:40.488481Z","location: about/team",51165,1.76,"Neither","Need style code for dipi-popup-wrapper to make 'Popup Position setting' working with 'Popup Width' setting","2024-04-01T15:26:40.488510Z","https://flexcareinfusion.com/about-us/#team"
319,"1","2024-04-01T15:26:43.335659Z","location: homepage",51166,2.629,"Neither","Executive Hiring","2024-04-01T15:26:43.335688Z","https://tryfacta.com"
320,"1","2024-04-01T15:26:45.735785Z","location: about/team",51167,2.181,"Bio","Dr. Melinda Henderson","2024-04-01T15:26:45.735812Z","http://carebridgehealth.com/team2023"
321,"1","2024-04-01T15:26:47.480802Z","location: homepage",51168,1.528,"Neither","Communication and Media","2024-04-01T15:26:47.480832Z","https://tryfacta.com/industry/communication-and-media"
322,"1","2024-04-01T15:26:48.953779Z","location: homepage",51169,1.253,"Neither","Contact Us","2024-04-01T15:26:48.953806Z","https://flexcareinfusion.com/contact-us/"
323,"1","2024-04-01T15:26:50.501284Z","location: homepage",51170,1.331,"Neither","Clients","2024-04-01T15:26:50.501312Z","https://insta.prestomobilesurveys.com/site/Login"
324,"1","2024-04-01T15:26:52.328432Z","location: about/team",51171,1.609,"Bio","Austin Wickersham joined FlexCare in 2020 as a software consultant before assuming the role of Vice President of Technology in 2021. He led the initiative to build a custom-developed enterprise software solution that supports and enhances FlexCare’s vital Intake team, and later led the projects to create data and reporting systems to support all departments. He oversees FlexCare’s software, data, IT, and communications projects.","2024-04-01T15:26:52.328461Z","https://flexcareinfusion.com/about-us/#team"
325,"1","2024-04-01T15:26:55.867005Z","location: homepage",51172,3.233,"Neither","Finance","2024-04-01T15:26:55.867032Z","https://www.marketcall.com/industries#vertical-finance"
326,"1","2024-04-01T15:26:59.152638Z","location: about/team",51173,3.064,"Title/role","National Medical Director - Behavioral Health","2024-04-01T15:26:59.152666Z","http://carebridgehealth.com/team2023"
327,"1","2024-04-01T15:27:01.394727Z","location: about/team",51174,2.025,"Title/role","Chief Strategy Officer","2024-04-01T15:27:01.394761Z","http://carebridgehealth.com/team2023"
328,"1","2024-04-01T15:27:08.313405Z","location: about/team",51175,6.695,"Neither","Since uniting with FlexCare to provide a reimagined infusion experience across the country, FlexCare has grown to 30 ambulatory centers across three states.","2024-04-01T15:27:08.313433Z","https://flexcareinfusion.com/about-us/#team"
329,"1","2024-04-01T15:27:11.537850Z","location: homepage",51176,2.996,"Product/Feature","Real Estate","2024-04-01T15:27:11.537881Z","https://www.marketcall.com/industries#vertical-real-estate"
330,"1","2024-04-01T15:27:13.645535Z","location: about/team",51177,1.888,"Neither","html","2024-04-01T15:27:13.645563Z","https://birchcreekdev.com/about/"
