"annotation_id","annotator","created_at","homepage","id","lead_time","sentiment","text","updated_at","url"
134,"2","2024-03-21T19:34:15.228800Z","location: about/team",134,2.436,"Title/role","Chief Financial Officer","2024-03-21T19:34:15.228832Z","http://carebridgehealth.com/team2023"
135,"2","2024-03-21T19:34:21.322680Z","location: about/team",135,2.832,"Neither","Austin Wickersham","2024-03-21T19:34:21.322712Z","https://flexcareinfusion.com/about-us/#team"
136,"2","2024-03-21T19:34:32.833143Z","location: homepage",136,7.836,"About","Website Management by WSI Logix","2024-03-21T19:34:32.833168Z","https://www.wsilogix.com"
137,"2","2024-03-21T19:34:39.876580Z","location: homepage",137,2.431,"About","Rehab","2024-03-21T19:34:39.876616Z","https://www.marketcall.com/industries#vertical-rehab"
138,"2","2024-03-21T19:34:47.085795Z","location: homepage",138,3.58,"About","Board of Advisors","2024-03-21T19:34:47.085831Z","https://upwardhealth.com/leadership/board-of-advisors/"
139,"2","2024-03-21T19:34:54.006011Z","location: homepage",139,3.289,"About","Lead generation","2024-03-21T19:34:54.006034Z","https://www.marketcall.com/lead-generation"
140,"2","2024-03-21T19:35:02.332443Z","location: about/team",140,2.622,"Neither","Rick Yerondopoulos","2024-03-21T19:35:02.332486Z","https://flexcareinfusion.com/about-us/#team"
141,"2","2024-03-21T19:35:09.128182Z","location: about/team",141,3.319,"Bio","Rebekkah lives in Oklahoma City with her 3 kids and her dog. When she’s not keeping busy with her kids, you can find her in her craft room.","2024-03-21T19:35:09.128229Z","https://flexcareinfusion.com/about-us/#team"
142,"2","2024-03-21T19:35:19.370214Z","location: homepage",142,3.457,"About","Privacy Policy","2024-03-21T19:35:19.370254Z","https://liveshopper.com/privacy-policy/"
143,"2","2024-03-21T19:35:28.665205Z","location: homepage",143,3.288,"About","Blog","2024-03-21T19:35:28.665240Z","https://www.charterup.com/blog/"
144,"2","2024-03-21T19:35:34.179599Z","location: about/team",144,2.129,"Neither","Dr. Doug Hsu","2024-03-21T19:35:34.179635Z","http://carebridgehealth.com/team2023"
145,"2","2024-03-21T19:36:05.892621Z","location: homepage",145,1.951,"About","About","2024-03-21T19:36:05.892660Z","https://www.marketcall.com/about"
146,"2","2024-03-21T19:36:29.771483Z","location: homepage",146,3.764,"Neither","Blog","2024-03-21T19:36:29.771504Z","https://www.marketcall.com/blog"
147,"2","2024-03-21T19:36:41.768478Z","location: homepage",147,6.649,"About","Insurance","2024-03-21T19:36:41.768505Z","https://www.marketcall.com/industries#vertical-insurance"
148,"2","2024-03-21T19:36:52.596514Z","location: about/team",148,4.09,"Bio","Pam has more than 30 years of experience in Medicaid and has led efforts nationwide to develop, expand, and improve managed long-term services and supports (MLTSS) programs. Pam most recently served as a Director with Sellers Dorsey, a Medicaid consulting firm. Prior to that, Pam was the Director of Managed Care for the State of Texas Medicaid programs.","2024-03-21T19:36:52.596561Z","http://carebridgehealth.com/team2023"
149,"2","2024-03-21T19:36:58.075764Z","location: about/team",149,2.493,"Bio","Rick currently resides in Scottsdale, AZ with his wife.  His son attends Northern Arizona University in Flagstaff, AZ.","2024-03-21T19:36:58.075800Z","https://flexcareinfusion.com/about-us/#team"
150,"2","2024-03-21T19:37:04.074926Z","location: about/team",150,2.299,"Bio","Matt received his BSN from Auburn University before earning his MSN from Vanderbilt University. His experience includes Intensive Care, Transplant Medicine, Cardiothoracic Surgery, and Outpatient Care. Prior to joining FlexCare, Matt developed and launched two new service lines for an outpatient cardiology group in Alabama.","2024-03-21T19:37:04.074969Z","https://flexcareinfusion.com/about-us/#team"
151,"2","2024-03-21T19:37:10.688670Z","location: about/team",151,2.391,"Neither","Pam Coleman","2024-03-21T19:37:10.688721Z","http://carebridgehealth.com/team2023"
152,"2","2024-03-21T19:37:22.773601Z","location: about/team",152,4.367,"Bio","Mikes past leadership roles include serving as President and Chief Executive Officer at PopHealthCare, Optums EverCare, and INSPIRIS. These companies all deliver technology-enabled, cutting edge medical solutions, provided in home-based settings, contracting on full risk or value-based structures. Mike also serves on several healthcare company boards.","2024-03-21T19:37:22.773648Z","http://carebridgehealth.com/team2023"
153,"2","2024-03-21T19:37:30.980760Z","location: about/team",153,4.625,"Bio","Rebekkah Jackman joined FlexCare Infusion Centers in 2019 as a Managing Nurse Practitioner and Specialty Biologics Clinical Reviewer before assuming the role of Director of Patient Access in 2022. Rebekkah heads FlexCare’s industry-leading Intake team and ensures FlexCare patients experience the shortest time to treatment.","2024-03-21T19:37:30.980810Z","https://flexcareinfusion.com/about-us/#team"
154,"2","2024-03-21T19:37:37.697801Z","location: homepage",154,2.611,"About","Log in","2024-03-21T19:37:37.697835Z","https://www.marketcall.com/auth/login"
155,"2","2024-03-21T19:38:27.174963Z","location: homepage",155,43.004,"About","News","2024-03-21T19:38:27.175003Z","http://carebridgehealth.com/news"
156,"2","2024-03-21T19:38:40.205882Z","location: about/team",156,9.714,"Title/role","Vice Chairman","2024-03-21T19:38:40.205933Z","http://carebridgehealth.com/team2023"
157,"2","2024-03-21T19:38:49.359933Z","location: homepage",157,5.414,"About","Mystery Shopping","2024-03-21T19:38:49.359970Z","https://liveshopper.com/mystery-shopping/"
158,"2","2024-03-21T19:38:56.299122Z","location: homepage",158,2.841,"About","About","2024-03-21T19:38:56.299164Z","https://upwardhealth.com"
159,"2","2024-03-21T19:39:04.156766Z","location: about/team",159,4.3,"Bio","Austin lives in Oklahoma City with his wife, Skye, and two kids. In his free time, you can find him on the running trail, golf course, or playing games and sports with his family and friends.","2024-03-21T19:39:04.156800Z","https://flexcareinfusion.com/about-us/#team"
160,"2","2024-03-21T19:39:18.122827Z","location: homepage",160,3.415,"About","For Providers","2024-03-21T19:39:18.122856Z","https://upwardhealth.com/providers/"
161,"2","2024-03-21T19:39:30.619446Z","location: about/team",161,3.392,"Neither","0","2024-03-21T19:39:30.619474Z","http://carebridgehealth.com/team2023"
162,"2","2024-03-21T19:39:39.218537Z","location: homepage",162,4.602,"About","Be a Tryfactan","2024-03-21T19:39:39.218580Z","https://www.tryfacta.com/career/careers#Why-Tryfacta"
163,"2","2024-03-21T19:40:52.088796Z","location: homepage",163,4.112,"About","Travel","2024-03-21T19:40:52.088832Z","https://www.marketcall.com/industries#vertical-travel"
164,"2","2024-03-21T19:40:59.965133Z","location: about/team",164,4.158,"Title/role","Deputy Chief Medical Officer - Decision Support","2024-03-21T19:40:59.965166Z","http://carebridgehealth.com/team2023"
165,"2","2024-03-21T19:41:21.852003Z","location: homepage",165,18.519,"Bio","Notice of Privacy Practices","2024-03-21T19:41:21.852035Z","http://qm7.af6.myftpupload.com/notice-of-privacy-practices/"
166,"2","2024-03-21T19:41:32.640502Z","location: about/team",166,5.841,"Neither","Todd Leri","2024-03-21T19:41:32.640533Z","http://carebridgehealth.com/team2023"
167,"2","2024-03-21T19:41:39.595828Z","location: homepage",167,2.79,"About","Statement of Work (SOW)","2024-03-21T19:41:39.595895Z","https://tryfacta.com/strategic-workforce-solutions/statement-of-work"
168,"2","2024-03-21T19:42:04.948146Z","location: about/team",168,9.121,"About","Need style code for dipi-popup-wrapper to make 'Popup Position setting' working with 'Popup Width' setting","2024-03-21T19:42:04.948170Z","https://flexcareinfusion.com/about-us/#team"
169,"2","2024-03-21T19:42:12.269300Z","location: homepage",169,2.69,"About","Patients","2024-03-21T19:42:12.269324Z","https://flexcareinfusion.com"
170,"2","2024-03-21T19:42:18.117987Z","location: about/team",170,2.507,"Title/role","Director of Patient Access","2024-03-21T19:42:18.118035Z","https://flexcareinfusion.com/about-us/#team"
171,"2","2024-03-21T19:42:25.649445Z","location: about/team",171,3.602,"About","This is Squarespace.","2024-03-21T19:42:25.649501Z","http://carebridgehealth.com/team2023"
172,"2","2024-03-21T19:42:33.611934Z","location: homepage",172,3.576,"About","Resellers","2024-03-21T19:42:33.611990Z","https://insta.prestomobilesurveys.com/site/Login"
173,"2","2024-03-21T19:43:08.152419Z","location: homepage",173,18.979,"Neither","Press & Events","2024-03-21T19:43:08.152444Z","https://tryfacta.com"
174,"2","2024-03-21T19:43:14.786980Z","location: homepage",174,2.98,"About","Who We Serve","2024-03-21T19:43:14.787011Z","http://carebridgehealth.com/who-we-serve-23"
175,"2","2024-03-21T19:43:22.289918Z","location: about/team",175,3.371,"Title/role","Director of Revenue Cycle Management","2024-03-21T19:43:22.289944Z","https://flexcareinfusion.com/about-us/#team"
176,"2","2024-03-21T19:44:00.680095Z","location: homepage",176,3.171,"About","Careers","2024-03-21T19:44:00.680130Z","http://carebridgehealth.com/careers"
177,"2","2024-03-21T19:44:08.576653Z","location: about/team",177,4.595,"Bio","Currently, Heather oversees RCM for FlexCare’s ambulatory infusion services and specialty pharmacy. She lives in Olathe, KS with her husband and two children.","2024-03-21T19:44:08.576698Z","https://flexcareinfusion.com/about-us/#team"
178,"2","2024-03-21T19:44:14.147909Z","location: about/team",178,2.267,"Bio","Dr. Huffman is a family physician with a Masters in in Education who continues to mentor students in a free clinic and teaches clinical medicine at Meharry Medical College. She has a particular interest in the care of patients with substance use disorders and chronic pain.","2024-03-21T19:44:14.147968Z","http://carebridgehealth.com/team2023"
179,"2","2024-03-21T19:44:32.463843Z","location: homepage",179,14.28,"About","Core Values","2024-03-21T19:44:32.463888Z","https://upwardhealth.com/core-values/"
180,"2","2024-03-21T19:44:38.702490Z","location: about/team",180,2.941,"Neither","Brad Smith","2024-03-21T19:44:38.702553Z","http://carebridgehealth.com/team2023"
181,"2","2024-03-21T19:44:44.615827Z","location: about/team",181,2.234,"Neither","Mark Kharoufeh","2024-03-21T19:44:44.615850Z","https://flexcareinfusion.com/about-us/#team"
182,"2","2024-03-21T19:44:51.114808Z","location: homepage",182,2.597,"About","Diverse Workforce","2024-03-21T19:44:51.114846Z","https://tryfacta.com#brand-identity"
183,"2","2024-03-21T19:44:58.688213Z","location: homepage",183,3.317,"About","Rewards & Benefits","2024-03-21T19:44:58.688266Z","https://www.tryfacta.com/career/careers#Rewards-Benefits"
184,"2","2024-03-21T19:45:05.221608Z","location: homepage",184,3.371,"About","Contact","2024-03-21T19:45:05.221637Z","http://carebridgehealth.com/contact"
185,"2","2024-03-21T19:45:13.094301Z","location: about/team",185,4.638,"About","Need style code for dipi-popup-wrapper to make 'Popup Position setting' working with 'Popup Width' setting","2024-03-21T19:45:13.094332Z","https://flexcareinfusion.com/about-us/#team"
186,"2","2024-03-21T19:45:19.408873Z","location: homepage",186,2.359,"About","Executive Hiring","2024-03-21T19:45:19.408927Z","https://tryfacta.com"
187,"2","2024-03-21T19:45:25.921820Z","location: about/team",187,2.839,"Neither","Dr. Melinda Henderson","2024-03-21T19:45:25.921848Z","http://carebridgehealth.com/team2023"
188,"2","2024-03-21T19:45:32.414098Z","location: homepage",188,3.263,"About","Communication and Media","2024-03-21T19:45:32.414137Z","https://tryfacta.com/industry/communication-and-media"
189,"2","2024-03-21T19:45:37.989554Z","location: homepage",189,1.954,"About","Contact Us","2024-03-21T19:45:37.989588Z","https://flexcareinfusion.com/contact-us/"
190,"2","2024-03-21T19:45:55.540458Z","location: homepage",190,13.894,"About","Clients","2024-03-21T19:45:55.540488Z","https://insta.prestomobilesurveys.com/site/Login"
191,"2","2024-03-21T19:46:02.547452Z","location: about/team",191,3.284,"Bio","Austin Wickersham joined FlexCare in 2020 as a software consultant before assuming the role of Vice President of Technology in 2021. He led the initiative to build a custom-developed enterprise software solution that supports and enhances FlexCare’s vital Intake team, and later led the projects to create data and reporting systems to support all departments. He oversees FlexCare’s software, data, IT, and communications projects.","2024-03-21T19:46:02.547487Z","https://flexcareinfusion.com/about-us/#team"
192,"2","2024-03-21T19:46:17.722793Z","location: homepage",192,3.439,"About","Finance","2024-03-21T19:46:17.722837Z","https://www.marketcall.com/industries#vertical-finance"
193,"2","2024-03-21T19:46:25.182190Z","location: about/team",193,3.414,"Title/role","National Medical Director - Behavioral Health","2024-03-21T19:46:25.182251Z","http://carebridgehealth.com/team2023"
194,"2","2024-03-21T19:46:31.808300Z","location: about/team",194,3.234,"Title/role","Chief Strategy Officer","2024-03-21T19:46:31.808337Z","http://carebridgehealth.com/team2023"
195,"2","2024-03-21T19:46:41.437805Z","location: about/team",195,5.827,"Bio","Since uniting with FlexCare to provide a reimagined infusion experience across the country, FlexCare has grown to 30 ambulatory centers across three states.","2024-03-21T19:46:41.437835Z","https://flexcareinfusion.com/about-us/#team"
196,"2","2024-03-21T19:46:47.893470Z","location: homepage",196,2.05,"About","Real Estate","2024-03-21T19:46:47.893507Z","https://www.marketcall.com/industries#vertical-real-estate"
197,"2","2024-03-21T19:46:56.267018Z","location: about/team",197,2.288,"Neither","html","2024-03-21T19:46:56.267055Z","https://birchcreekdev.com/about/"
